Time,AccelRoll,AccelPitch,AccelYaw,CompRoll,CompPitch,CompYaw,MahonyRoll,MahonyPitch,MahonyYaw,MadgwickRoll,MadgwickPitch,MadgwickYaw,MEKFRoll,MEKFPitch,MEKFYaw
2.316667,-2.549391,-1.132541,0.000000,-2.377661,-1.089809,-0.003584,0.485719,1.215721,-45.151272,1.092749,0.614073,-8.466327,-168.729218,11.957060,-74.997543
2.333333,-2.277680,-1.038373,0.000000,-2.375571,-1.088743,-0.003594,0.460634,1.197671,-45.258705,1.102541,0.619922,-8.527238,-168.370743,12.215522,-74.949791
2.350000,-2.337764,-1.063080,0.000000,-2.374833,-1.088254,-0.003611,0.428230,1.175722,-45.367435,1.105384,0.622038,-8.588851,-168.027847,12.470401,-74.898071
2.366667,-2.335490,-1.212141,0.000000,-2.374004,-1.090715,-0.003629,0.400312,1.154480,-45.474995,1.112263,0.626339,-8.650368,-167.693893,12.716043,-74.845528
2.383333,-2.527188,-1.125117,0.000000,-2.377056,-1.091416,-0.003627,0.367765,1.133146,-45.582123,1.116578,0.629050,-8.710807,-167.373764,12.954884,-74.791664
2.400000,-2.199541,-1.038781,0.000000,-2.373425,-1.090328,-0.003657,0.343721,1.114730,-45.683994,1.125634,0.634730,-8.772868,-167.052017,13.182466,-74.745567
2.416667,-2.193197,-1.110178,0.000000,-2.369799,-1.090747,-0.003652,0.314726,1.089710,-45.784485,1.129347,0.635580,-8.833438,-166.734680,13.413950,-74.701149
2.433333,-2.513805,-1.071882,0.000000,-2.372648,-1.090354,-0.003659,0.283657,1.070646,-45.887123,1.134471,0.640021,-8.894421,-166.439575,13.628996,-74.650414
2.450000,-2.397876,-1.124351,0.000000,-2.373101,-1.091017,-0.003657,0.255517,1.050199,-45.984261,1.141230,0.644312,-8.954782,-166.151321,13.838142,-74.606087
2.466667,-2.309489,-1.066238,-0.000000,-2.371817,-1.090504,-0.003665,0.227609,1.031861,-46.084335,1.146179,0.648994,-9.015648,-165.872375,14.037538,-74.554497
2.483333,-2.284554,-1.079876,0.000000,-2.370071,-1.090284,-0.003652,0.198430,1.011106,-46.173748,1.150640,0.652948,-9.075349,-165.604019,14.232637,-74.518318
2.500000,-2.476200,-1.118399,0.000000,-2.372192,-1.090870,-0.003648,0.166604,0.988463,-46.267673,1.153925,0.654775,-9.135776,-165.343811,14.425157,-74.474968
