Time,AccelRoll,AccelPitch,AccelYaw,CompRoll,CompPitch,CompYaw,MahonyRoll,MahonyPitch,MahonyYaw,MadgwickRoll,MadgwickPitch,MadgwickYaw,MEKFRoll,MEKFPitch,MEKFYaw
1.350000,-2.142767,-1.453125,0.000000,-2.228801,-1.513312,-0.006036,-2.949452,-1.122039,9.444506,-1.846799,-0.949633,3.422880,-172.447601,-37.350819,151.814346
1.366667,-2.396836,-1.514444,0.000000,-2.232118,-1.513419,-0.006052,-2.953917,-1.130953,9.491969,-1.865946,-0.959088,3.467921,-173.055176,-35.622570,152.155334
1.383333,-2.272179,-1.465885,0.000000,-2.232856,-1.512554,-0.006087,-2.959296,-1.137977,9.550239,-1.882738,-0.967276,3.512338,-173.622437,-33.925522,152.440689
1.400000,-2.113199,-1.506772,-0.000000,-2.230419,-1.512505,-0.006123,-2.963207,-1.144313,9.613497,-1.897835,-0.974640,3.557663,-174.156113,-32.248959,152.686859
1.416667,-2.236444,-1.416913,0.000000,-2.230515,-1.510699,-0.006156,-2.967025,-1.152169,9.662277,-1.916274,-0.983684,3.602381,-174.664871,-30.605484,152.924377
1.433333,-2.223495,-1.527474,0.000000,-2.230332,-1.511100,-0.006170,-2.967376,-1.159797,9.706223,-1.933029,-0.991914,3.648264,-175.144989,-28.988911,153.143097
1.450000,-2.286211,-1.541720,0.000000,-2.231404,-1.511778,-0.006204,-2.971218,-1.167006,9.758005,-1.949949,-0.999795,3.692950,-175.605713,-27.401773,153.326675
1.466667,-2.135887,-1.535736,0.000000,-2.229430,-1.512343,-0.006236,-2.969969,-1.175475,9.804315,-1.964246,-1.008954,3.738145,-176.037704,-25.844723,153.494492
1.483333,-2.008589,-1.526402,-0.000000,-2.224990,-1.512690,-0.006268,-2.971040,-1.181999,9.854738,-1.980087,-1.016410,3.783580,-176.447937,-24.325003,153.633118
1.500000,-2.347831,-1.520834,0.000000,-2.227402,-1.512960,-0.006319,-2.975393,-1.190933,9.905396,-1.996821,-1.026167,3.827268,-176.852966,-22.825933,153.758362
1.516667,-2.236981,-1.527277,0.000000,-2.227549,-1.513332,-0.006349,-2.978818,-1.198421,9.952316,-2.014535,-1.034555,3.871752,-177.233154,-21.374182,153.866562
1.533333,-2.197040,-1.507595,0.000000,-2.226896,-1.513302,-0.006359,-2.980237,-1.205670,9.999137,-2.030810,-1.042772,3.917916,-177.597305,-19.947762,153.961792
1.550000,-2.217414,-1.493633,0.000000,-2.226642,-1.513015,-0.006407,-2.981108,-1.213742,10.046780,-2.045336,-1.051910,3.961982,-177.949127,-18.548368,154.041672
1.566667,-2.215284,-1.540313,0.000000,-2.226371,-1.513648,-0.006435,-2.982035,-1.221482,10.091211,-2.061120,-1.060459,4.007110,-178.287018,-17.181768,154.113297
1.583333,-2.188058,-1.464912,0.000000,-2.225560,-1.512778,-0.006463,-2.984297,-1.228566,10.140676,-2.076687,-1.068880,4.052420,-178.612885,-15.849167,154.164093
1.600000,-2.224297,-1.417947,0.000000,-2.225491,-1.510988,-0.006489,-2.984703,-1.235316,10.181756,-2.092752,-1.076918,4.097581,-178.926025,-14.549418,154.216553
1.616667,-2.204983,-1.528963,0.000000,-2.225057,-1.511432,-0.006496,-2.984056,-1.243009,10.217976,-2.109558,-1.085372,4.143921,-179.226898,-13.278447,154.267319
1.633333,-2.299963,-1.472910,-0.000000,-2.226512,-1.510747,-0.006502,-2.988914,-1.248373,10.276378,-2.124422,-1.092287,4.190589,-179.527084,-12.031104,154.275421
1.650000,-2.321161,-1.535174,0.000000,-2.228361,-1.511322,-0.006529,-2.992239,-1.255146,10.331174,-2.138414,-1.100122,4.236296,-179.818832,-10.806405,154.280899
1.666667,-2.099696,-1.465701,0.000000,-2.225744,-1.510515,-0.006555,-2.991102,-1.262013,10.378772,-2.151019,-1.108308,4.282455,179.907883,-9.619383,154.287094
1.683333,-2.229566,-1.465047,-0.000000,-2.225816,-1.509692,-0.006580,-2.995845,-1.267228,10.432099,-2.167024,-1.115025,4.328294,179.635086,-8.462390,154.276062
1.700000,-2.348960,-1.459625,-0.000000,-2.228236,-1.508796,-0.006583,-2.995781,-1.274449,10.467569,-2.183319,-1.123224,4.374529,179.376541,-7.341007,154.285645
1.716667,-2.190425,-1.569718,0.000000,-2.227436,-1.510100,-0.006608,-2.991061,-1.282721,10.496204,-2.197005,-1.132075,4.420236,179.131348,-6.243628,154.300446
1.733333,-2.093072,-1.472760,0.000000,-2.224724,-1.509459,-0.006632,-2.988588,-1.289813,10.531271,-2.211449,-1.140195,4.466202,178.893768,-5.182210,154.297119
1.750000,-2.253169,-1.522032,0.000000,-2.225269,-1.509797,-0.006656,-2.991805,-1.295711,10.576631,-2.227410,-1.147261,4.511689,178.654999,-4.148159,154.270432
1.766667,-2.287859,-1.625439,0.000000,-2.226477,-1.512195,-0.006661,-2.992691,-1.303582,10.617579,-2.242465,-1.155758,4.558187,178.425064,-3.139086,154.246582
1.783333,-2.238863,-1.556091,0.000000,-2.226680,-1.513140,-0.006705,-2.990811,-1.309558,10.650193,-2.256671,-1.162475,4.602580,178.204453,-2.158523,154.230499
1.800000,-2.114469,-1.411335,0.000000,-2.224392,-1.511189,-0.006729,-2.989999,-1.313369,10.695243,-2.268910,-1.167943,4.648797,177.988785,-1.204416,154.190018
1.816667,-2.341799,-1.431936,0.000000,-2.226717,-1.509709,-0.006729,-2.994224,-1.318529,10.742990,-2.284471,-1.174723,4.695647,177.770859,-0.272649,154.140854
1.833333,-2.089206,-1.647099,-0.000000,-2.223883,-1.512503,-0.006749,-2.991457,-1.323543,10.791838,-2.293478,-1.180550,4.741891,177.568024,0.634431,154.085526
1.850000,-2.173005,-1.409079,0.000000,-2.222842,-1.510520,-0.006751,-2.988284,-1.328080,10.821527,-2.307724,-1.186093,4.789038,177.372482,1.508897,154.058975
1.866667,-2.206044,-1.247285,0.000000,-2.222502,-1.505361,-0.006773,-2.989725,-1.330394,10.857800,-2.324000,-1.190216,4.834795,177.177643,2.352768,154.015289
1.883333,-2.004605,-1.666251,0.000000,-2.218061,-1.508645,-0.006789,-2.982509,-1.337450,10.894177,-2.331932,-1.197814,4.881261,176.997040,3.185114,153.970886
1.900000,-2.236175,-1.664201,-0.000000,-2.218380,-1.511860,-0.006769,-2.979009,-1.347181,10.924398,-2.345081,-1.207973,4.929445,176.815750,3.996398,153.935287
1.916667,-2.468591,-1.440413,0.000000,-2.223361,-1.510497,-0.006768,-2.982615,-1.350271,10.958158,-2.362996,-1.212154,4.975425,176.630783,4.772684,153.886887
1.933333,-2.048600,-1.511711,0.000000,-2.219821,-1.510627,-0.006788,-2.973914,-1.357815,10.980328,-2.372406,-1.220361,5.022228,176.464752,5.539922,153.860306
1.950000,-2.260322,-1.597932,0.000000,-2.220647,-1.512499,-0.006808,-2.977047,-1.366743,11.016671,-2.388969,-1.230079,5.068233,176.289795,6.283590,153.803970
1.966667,-2.275185,-1.564248,0.000000,-2.221675,-1.513619,-0.006809,-2.974033,-1.372974,11.048246,-2.400976,-1.237061,5.115289,176.125290,7.002507,153.754547
1.983333,-2.308232,-1.411829,0.000000,-2.223382,-1.511689,-0.006827,-2.972618,-1.378081,11.075398,-2.415136,-1.243126,5.161302,175.962463,7.701697,153.710434
2.000000,-2.116758,-1.619523,0.000000,-2.221185,-1.513912,-0.006846,-2.966759,-1.383984,11.105459,-2.424332,-1.249691,5.207767,175.809891,8.381688,153.660431
2.016667,-2.356694,-1.425721,-0.000000,-2.223912,-1.512232,-0.006823,-2.970326,-1.387462,11.137591,-2.442493,-1.254214,5.255601,175.651123,9.032533,153.603760
2.033333,-2.452457,-1.432164,0.000000,-2.228440,-1.510717,-0.006840,-2.972285,-1.390992,11.170621,-2.457259,-1.258914,5.301055,175.495651,9.669478,153.542175
2.050000,-2.175093,-1.630484,0.000000,-2.227309,-1.513178,-0.006840,-2.969532,-1.396299,11.204367,-2.468620,-1.264935,5.348192,175.353256,10.281715,153.478836
2.066667,-2.281246,-1.425969,0.000000,-2.228364,-1.511520,-0.006858,-2.970152,-1.399482,11.238812,-2.481823,-1.269363,5.394373,175.207306,10.883016,153.413101
2.083333,-2.119316,-1.444350,0.000000,-2.226120,-1.510241,-0.006860,-2.961192,-1.402767,11.259279,-2.489965,-1.273204,5.442247,175.076263,11.465691,153.373825
2.100000,-2.331555,-1.484853,0.000000,-2.228205,-1.509859,-0.006857,-2.957800,-1.410258,11.280237,-2.502436,-1.281302,5.489842,174.939758,12.041443,153.332443
2.116667,-2.099192,-1.554739,0.000000,-2.225541,-1.510822,-0.006876,-2.947957,-1.415152,11.302106,-2.508107,-1.286811,5.536746,174.815506,12.596107,153.288879
2.133333,-2.104808,-1.402609,-0.000000,-2.223062,-1.508744,-0.006897,-2.937553,-1.419036,11.318243,-2.514026,-1.291194,5.583856,174.694214,13.136096,153.255600
